,Location,Minute Delay
20848,King and Spadina,11.0
20849,Queen St. E at Greenwood Ave.,1.0
20850,Queen St. E at Greenwood Ave.,4.0
20851,Coxwell Ave. and Lower Gerrard St.,6.0
20852,Queen St. E at Greenwood Ave.,5.0
20853,Leslie Barns,2.0
20854,Leslie Barns,2.0
20855,Leslie Barns,3.0
20856,Leslie Barns,3.0
20857,Dundas wStn,0.0
20858,Dundas and Lansdowne,4.0
20859,Long Branch Loop,10.0
20860,King and Spadina,4.0
20861,St Clair and Avenue.,5.0
20862,King and Spadina,6.0
20863,St Clai W Station,25.0
20864,Long Branch loop,3.0
20865,Oakwood,5.0
20866,Queen / Carrol,121.0
20867,Queen/Carroll,117.0
20868,Dundas West Station to Broadview Station,20.0
20869,bathurst/ dundas,4.0
20870,Roncesvalles and Howard Park,0.0
20871,High Park Loop,5.0
20872,King and University,7.0
20873,Queen Street Esat Broadview,5.0
20874,Gerrard and Broadview,1.0
20875,High Park Loop,4.0
20876,Queen Street West  Beaty,5.0
20877,Queen Street East   Kingston Rd.,5.0
20878,Cherry St. and Front St.,26.0
20879,Roncesvalles and Queen,5.0
20880,College and Lansdowne,7.0
20881,College and Euclid,3.0
20882,College & Lansdowne,8.0
20883,Broadview Station,7.0
20884,Kingston Rd Loop,5.0
20885,CNE Loop,8.0
20886,King / Bathurst,6.0
20887,Coxwell and Lower Gerrard,0.0
20888,gerrard/greenwood,4.0
20889,Sunnyside Loop,5.0
20890,Dundas and Sherbourne,4.0
20891,Dundas and Parliament,4.0
20892,Dundas and University,4.0
20893,Broadview Station to Dundas West Station,15.0
20894,coxwell / gerrard,5.0
20895,Dundas and Ossingston,5.0
20896,Broadview Station,4.0
20897,Queen Street West Brock,5.0
20898,Sterling and Dundas,4.0
20899,Ossington and College,4.0
20900,College and Ossington,25.0
20901,Dundas and Dufferin,4.0
20902,Queen Street West Lansdowne,5.0
20903,King and University,9.0
20904,Broadview station to Dundas West Station,1.0
20905,King and Sumach,16.0
20906,Dundas and Church,8.0
20907,Beverly and Dundas,33.0
20908,Neville park Loop.,9.0
20909,McCaul and Queen,9.0
20910,Bay st,8.0
20911,Bathurst and St Clair,0.0
20912,Bathurst and St Clair,0.0
20913,Queen St E. at Greenwood Ave.,2.0
20914,Coxwell Ave. at Lower Gerrard,1.0
20915,CNE Loop,8.0
20916,Queen Church,5.0
20917,Kingston Rd Loop,5.0
20918,EB king at Bathurst,6.0
20919,Queen Augusta,5.0
20920,Howard park/Roncesvalles,10.0
20921,st.clair/bathurst,6.0
20922,Queen St East Church,5.0
20923,Dundas and Bathurst to Dundas and University,15.0
20924,Bingham loop,10.0
20925,Dundas and Spadina,15.0
20926,Bathurst Station,4.0
20927,st.clair station,8.0
20928,Bathurst and Dundas,4.0
20929,King and Atlantic,10.0
20930,Queen Street East  Jarvis,5.0
20931,Dundas and Bathurst,4.0
20932,Dundas and Howard Park,4.0
20933,Queen and Coxwell,12.0
20934,Dundas and Dufferin,4.0
20935,Greenwood and Gerrard,6.0
20936,Church and Carlton,6.0
20937,Queen and Connaught,5.0
20938,Broadview Station,8.0
20939,Bathurst station,5.0
20940,Main station,7.0
20941,St.clair and bathurst,8.0
20942,Bathurst / Wellington,7.0
20943,Gerrard/Coxwell,7.0
20944,Coxwell and Lower Gerrard,0.0
20945,Bathurst Station,5.0
20946,Neville Loop,4.0
20947,Queen at Wilson Prk to Lansdowne,11.0
20948,Long branch loop,36.0
20949,Queen & Sumach,27.0
20950,Dundas and Bathurst to Dundas and University,15.0
20951,Distilleryloop,7.0
20952,King Dufferin,7.0
20953,Spadina and King,8.0
20954,Humbr Loop,4.0
20955,Dundas and Spadina,15.0
20956,Bathurst Station,4.0
20957,Coxwell and Gerrard,12.0
20958,Yonge and College,6.0
20959,King and Atlantic,10.0
20960,Dufferin and Ranee,4.0
20961,Dundas and Dennison,4.0
20962,Dundas West Station,4.0
20963,Dundas and Bathurst,4.0
20964,Broadview Station,4.0
20965,Dundas and Spadina,4.0
20966,Bathurst and college,8.0
20967,Dundas st,5.0
20968,Lakeshore and kipling,8.0
20969,Lansdowne,8.0
20970,Queen and Dufferin,37.0
20971,Queen St. E at Greenwood,1.0
20972,Queen St. E at Greenwood Ave.,1.0
20973,Leslie Barns,7.0
20974,Queen and Connaught,5.0
20975,University / Dundas,10.0
20976,Queen and Spadina,5.0
20977,Lakeshore / Spadina,6.0
20978,Lakeshore and Burlington,56.0
20979,King & berkley,6.0
20980,Queen and Spadina,8.0
20981,Broadview station,6.0
20982,Broadview Station,6.0
20983,Queen and Connaught,5.0
20984,Broadview/Queen,6.0
20985,Russell carhouse,5.0
20986,Broadview and Danforth,34.0
20987,Broadview station to Dundasd West Station,1.0
20988,Exibition loop,4.0
20989,Fleet Loop,6.0
20990,College and Spadina,6.0
20991,Broadview and Dundas,6.0
20992,Indian and Howard Park,12.0
20993,King and Bay,26.0
20994,Main and Gerrard,20.0
20995,Gerrard and Broadview,5.0
20996,Gerrard and Broadview,5.0
20997,Dist Loop,6.0
20998,Dufferin and College,9.0
20999,Queen Street East Woodfield,5.0
21000,King and Spadina,8.0
21001,Dundas West Station,5.0
21002,Dundas west station,5.0
21003,Dunsas west station,11.0
21004,St. Clair and vaughn,7.0
21005,Howard park and Roncy,9.0
21006,Peter and Queen,9.0
21007,Bathurst / Queen,6.0
21008,Queen St,7.0
21009,SC STATION,5.0
21010,parlament to spadina,50.0
21011,Dundas West Station,5.0
21012,SPADINA AND King,6.0
21013,st.clair/keele,4.0
21014,Spadina and King,6.0
21015,Spadina and King,5.0
21016,Dundas and Spadina,5.0
21017,Greenwood ? Queen,6.0
21018,University and College,9.0
21019,St. Clair Station,7.0
21020,Ossington to Yonge,10.0
21021,King to Dundas on Bathurst,8.0
21022,Dufferin to Dundas West STN,20.0
21023,University,18.0
21024,Woodbine and Gerrard,6.0
21025,Front and Bathurst,4.0
21026,CNE Loop,8.0
21027,Sherbourne,4.0
21028,Royal York and Lakeshore,10.0
21029,St. Clair and Lansdowne,1.0
21030,St Clair,5.0
21031,Queen St,10.0
21032,Exhibition,9.0
21033,Exhibition,5.0
21034,Leslie and Queen,1.0
21035,Parklawn and Lakeshore,9.0
21036,Roncesvalles and Queen,10.0
21037,Queensway/Windermere,5.0
21038,Humber loop,10.0
21039,College Lansdowne,22.0
21040,Queen and Greenwood,3.0
21041,Lakeshore and Legion,50.0
21042,dundas/bathurst,5.0
21043,Queen and Woodbine,5.0
21044,Dundas and Bloor,5.0
21045,Dufferin and College,8.0
21046,Shaw and Quen,5.0
21047,Shaw and Queen,5.0
21048,Mimmico and Lakeshore,5.0
21049,Roncesvalles and Garden,8.0
21050,Queen and Neville loop,5.0
21051,Queensquey Loop,7.0
21052,Dundas and Bathurst,8.0
21053,St Clair and Glenholme,28.0
21054,Queensquey and Dan lackie way,23.0
21055,Lansdowne and Dundas,8.0
21056,Kipling loop,9.0
21057,Queen St. E and Greenwood Ave,2.0
21058,Trethewey  Clearview,5.0
21059,Queen and Broadview,7.0
21060,Queen St. E at Greenwood Ave.,2.0
21061,King and Spadina,4.0
21062,Gerrard,4.0
21063,Agusta,4.0
21064,Bathurst Dundas,8.0
21065,RiverStreet,12.0
21066,Bathurst Dundas,5.0
21067,college landsdowne,5.0
21068,Carlton / Parliament,5.0
21069,Queen and Broadview,4.0
21070,Bathurst stn,4.0
21071,Bathurst Stn,5.0
21072,Spadina and Queens Quay,4.0
21073,Gunns Loop,6.0
21074,St. Clair STN,6.0
21075,Bathurst / Queen,5.0
21076,Parliament and Dundas,4.0
21077,Queen and Dowling,14.0
21078,Yonge and Dundas/Victoria,4.0
21079,Younge/Victoria and Dundas,4.0
21080,King/Atlantic,219.0
21081,Carlton / Jarvis,17.0
21082,Dufferin-Spadina,144.0
21083,King and Spadina,141.0
21084,Dundas and University,1.0
21085,Queen and River,21.0
21086,Shaw and Dundas,1.0
21087,Queen st,5.0
21088,St. Clair and Vaughn,8.0
21089,Humber loop,5.0
21090,Dundas and Bathurst,5.0
21091,Leslie Barns,1.0
21092,Bay and Dundas,7.0
21093,charlotte loop,8.0
21094,Humber loop,9.0
21095,Dundas West Station Platform,24.0
21096,Spadina and Queensquay loop,30.0
21097,King / Parliament,6.0
21098,Coxwell Ave. and Lower Gerrard,4.0
21099,Gladstone / Queen,6.0
21100,Coxwell Gerrard,4.0
21101,Bouton / Queen,7.0
21102,Queen / McCaul,6.0
21103,Dundas w stn,7.0
21104,Roncesvalles/Queen,5.0
21105,Howard Park  Roncesvalles,10.0
21106,Russell,6.0
21107,Spadina and Richmond,4.0
21108,King/trinity,18.0
21109,St Clair and Yonge,4.0
21110,Queen and University,23.0
21111,Berverly  Dundas Street West,5.0
21112,Queensway and Roncesvalles,5.0
21113,Main station,5.0
21114,College / Younge,9.0
21115,High park,5.0
21116,Queensway and Humber Loop,10.0
21117,Lakeshore and Parklawn,26.0
21118,Dundas West Station,9.0
21119,Sumach and King,6.0
21120,Queen and Elmer,12.0
21121,Queen and Victoria,5.0
21122,Queen and Shaw,4.0
21123,Broadview and Danforth,15.0
21124,King and Dufferin,8.0
21125,Queens Quay Stop in Harborfront Tunnel,26.0
21126,Queens Quat platform in Harborfront Tunnel,26.0
21127,Buthurst and Dundas,5.0
21128,Parliament/Gerrard,4.0
21129,Spadina and Dundas,7.0
21130,Disterilly Loop,8.0
21131,King And Jarvis,21.0
21132,Coxwell and Lower Gerrard,1.0
21133,Parliament and Gerrard,15.0
21134,Kipling Loop,9.0
21135,Coxwell Ave and Lower Gerrard,5.0
21136,Mount Dennis Garage,4.0
21137,DWS,7.0
21138,Russell,6.0
21139,St George and College,8.0
21140,Wellington and Scott st.,12.0
21141,Ossington and College,6.0
21142,University and College,10.0
21143,University,18.0
21144,Lakeshore / Parklawn,7.0
21145,Bathurst & Fleet,4.0
21146,Queensway and Parkside,10.0
21147,Humber Loop,5.0
21148,Queen and Victoria,4.0
21149,Neville Park Loop,4.0
21150,Bingham Loop,12.0
21151,Gerrard & Broadview,6.0
21152,king and simcoe,19.0
21153,Lansdowne,9.0
21154,Broadview Station,1.0
21155,Glendale and Queensway,8.0
21156,Queen St. E at Greenwood Ave.,2.0
21157,Brodview and Queen,9.0
21158,Leslie Barns,2.0
21159,Leslie Barns,1.0
21160,Bathurst and St Clair,0.0
21161,Broadview and Queen,5.0
21162,Bathurst and Fort york,4.0
21163,QQ/Bay,14.0
21164,Ferry Docks Stn Stop,14.0
21165,Gerrard and River,25.0
21166,St. Clair and Bathurst,5.0
21167,King / Sherbourne,6.0
21168,College & Spadina,21.0
21169,Broadview Station,7.0
21170,St Clair/Bathurst,11.0
21171,King and Spadina,9.0
21172,College & Borden,25.0
21173,Lakeshore and Louisa,15.0
21174,College & Dufferin,4.0
21175,Dundas st,5.0
21176,Queen and Strachan,5.0
21177,Queen and Dowling,11.0
21178,Kimng and University,6.0
21179,Queen and University,5.0
21180,Queen and Dovercourt,9.0
21181,Roncesvalles and Wright,72.0
21182,Spadina and King,7.0
21183,Queens Quay and Reece,39.0
21184,Neville Loop,1.0
21185,Leslie Barns,2.0
21186,Roncevalles,12.0
21187,Palmerston / Queen,10.0
21188,Queen St. E at Greenwood Ave.,2.0
21189,Winona,6.0
21190,Union station,8.0
21191,Connaught,6.0
21192,King/Spadina,4.0
21193,Gunns Loop,4.0
21194,Portland Wellingston,6.0
21195,Spadina/king,4.0
21196,SPADINA/SULLIVAN,4.0
21197,King / Queen,9.0
21198,Queen and Roncesvalles,20.0
21199,Spadina Station,4.0
21200,Bathurst and Wolseley loop,4.0
21201,Roncesvalles / Queen,46.0
21202,Queensway and Roncesvalles,5.0
21203,Birchmount Garage,12.0
21204,Quen / Roncesvalles,1.0
21205,Queen and Simcoe,27.0
21206,King and Spadina,8.0
21207,Bingham road and Kingston road (Bingham loop),12.0
21208,Union Station,4.0
21209,Humber Loop,4.0
21210,St Clair/Oakwood,0.0
21211,CNE loop,0.0
21212,Queen st,5.0
21213,Humber Loop,5.0
21214,Russel Yard,5.0
21215,King and Blue Jay way,5.0
21216,Ontario,1.0
21217,Yonge and Carlton,7.0
21218,Bathurst st,10.0
21219,Dufferin Loop,9.0
21220,Spadina and King,6.0
21221,College and Beverley,12.0
21222,Coxwell Av. and Gerrard St.,7.0
21223,Queen/Bathurst,6.0
21224,Dundas W Stn,6.0
21225,Spadina Station,8.0
21226,Around the S Bend at Roncesvalles Yard.,0.0
21227,Lansdowne and St Clair,10.0
21228,Bathurst Fleet,6.0
21229,Lakeshore/12th street,10.0
21230,Around S Bend at Roncesvalles Yard,0.0
21231,Humber loop,4.0
21232,Queensway/Glendale,33.0
21233,Dufferin,10.0
21234,Dundas/Munro,4.0
21235,Brdv/Dundas,4.0
21236,Neville Loop,12.0
21237,High Park Loop,6.0
21238,King and Charlotte,42.0
21239,Queen and Beaconsfield,4.0
21240,Spadina and King,26.0
21241,Union Station,6.0
21242,Spadina/King,22.0
21243,Spadina/Lakeshore,10.0
21244,Leslie and Queen,1.0
21245,Lee amnd Queen,5.0
21246,Winona,6.0
21247,Dovercourt and Queen,5.0
21248,Gerrard & Coxwell,6.0
21249,Dundas & Parliament,0.0
21250,Gerrard and Marjory,1.0
21251,Bathurst Street,5.0
21252,Dundas Street,10.0
21253,Dundas St,5.0
21254,Gunns Loop,19.0
21255,Lakeshore at Humber loop,30.0
21256,Bathurst St and College,8.0
21257,Spadian and College,17.0
21258,Shaw,9.0
21259,Spadina and College,303.0
21260,King Street and Spadina,18.0
21261,Around S Bend at Roncesvalles Yard,0.0
21262,King and Niagara,55.0
21263,Around S Bend at Roncesvalles Yard,0.0
21264,Leslie/Queen,4.0
21265,Spadina Station,5.0
21266,Queen and Leslie,7.0
21267,Queen and Coxwell,5.0
21268,Connaught and Queen,5.0
21269,DUNDAS/MCCAUL,5.0
21270,Gunns Loop,6.0
21271,Connaught and Queen,5.0
21272,Roncesalles and Fermanagh,8.0
21273,Yonge and Queen,5.0
21274,Queen and Coxwell,5.0
21275,Exhibition Loop,4.0
21276,Lakeshore and Long Branch,10.0
21277,Lokeshore and Long Branch,10.0
21278,Connaught and Queen,5.0
21279,Roncesvalles and Queen,11.0
21280,CNE loop,7.0
21281,Woodbine and Gerrard,7.0
21282,Fleet loop,9.0
21283,Lakeshore and 27th,34.0
21284,Spadina,61.0
21285,11th and Lakeshore,10.0
21286,Humber loop,9.0
21287,Roncy and Queen,26.0
21288,Queen St. E and Woodfield Rd.,5.0
21289,College St West  Bay Street,10.0
21290,DW Stn,5.0
21291,Spadina,20.0
21292,Leslie / Queen,6.0
21293,King/Church,7.0
21294,King and George Street,6.0
21295,Coxwell Loop,5.0
21296,Bay and Dundas,5.0
21297,King and Spadina,1.0
21298,Queen and Shaw,385.0
21299,Leslie Barns,2.0
21300,Leslie Barns,2.0
21301,parlament/gerrard,8.0
21302,St. Clair and Spadina,9.0
21303,King/Parliament,7.0
21304,Birchmount Div.,12.0
21305,St. Clair and Robina,12.0
21306,St. Clair and Dufferin,18.0
21307,Spadina and Wilcocks,25.0
21308,Spadina and Adelaide,5.0
21309,King / Spadina,10.0
21310,University and Dundas,15.0
21311,gerrard/carlaw`,9.0
21312,Longbranch loop,20.0
21313,Bathurst and St Clair,0.0
21314,Coxwell Ave and Lower Gerrard,4.0
21315,Coxwell Ave and Lower Gerrard,2.0
21316,Coxwell Ave at Lower Gerrard,1.0
21317,Shaw and Dundas,4.0
21318,Roncesvalles and Howard Park,6.0
21319,High Park Loop,6.0
21320,32nd Street Lakeshore Blvd West,14.0
21321,Bay and Dundas,15.0
21322,College and Spadina,14.0
21323,Queen and Connaught,4.0
21324,King and Spadina,8.0
21325,queen/university,22.0
21326,Danforth and Main,6.0
21327,King and University,58.0
21328,bay to bathurst,13.0
21329,Dundas/Ossington,74.0
21330,college/lanasdowne,31.0
21331,Jameson abd Queen,4.0
21332,Neville Park,4.0
21333,Dundas/Ossington,3.0
21334,Bay and Dundas,5.0
21335,Coxwell and Gerrard,17.0
21336,Broadview and Dundas,74.0
21337,Broadview/Gerrard,52.0
21338,College and Ossington,7.0
21339,College and Ossington,6.0
21340,Queen and Woodfield,1.0
21341,Charlotte Loop,0.0
21342,Leslie Barns,5.0
21343,Queen Street,15.0
21344,High Park Loop,9.0
21345,15th street and Lake shore,36.0
21346,Jameson and Queen,4.0
21347,King and Dufferin,1.0
21348,Dundas,7.0
21349,Dundas,9.0
21350,Richmond,8.0
21351,Coxwell,5.0
21352,Borden,8.0
21353,Queen/Kingston Rd,6.0
21354,Huron,9.0
21355,Queen and Sumach,52.0
21356,Queen and Wineva,22.0
21357,spadina/front,4.0
21358,Queen & Roncesvalles,5.0
21359,Queen St. East and King St. East,7.0
21360,King and Sumach,6.0
21361,Bathurst and Dundas,6.0
21362,Dundas West STN,6.0
21363,Bathurst and Harbord,6.0
21364,Queen & Portland,38.0
21365,King Street,4.0
21366,Coxwell and Gerrard,7.0
21367,sunnyside loop,8.0
21368,Ossington and Queen,6.0
21369,Humber loop,4.0
21370,Front to Lakeshore,10.0
21371,Dundas and Young,4.0
21372,York and Queen,17.0
21373,McCaul / Queen,6.0
21374,Carlton/Yonge,5.0
21375,Lakeshore & Parklawn,4.0
21376,Queen & St Patrick.,22.0
21377,Queen and Leslie,4.0
21378,Bathurst & Fort York,6.0
21379,King and Spadina,8.0
21380,St clair Stn,6.0
21381,St Clair Stn,5.0
21382,Queen / Leslie,12.0
21383,Dundas/Dovercourt,4.0
21384,King and Strachan,6.0
21385,King / Church,6.0
21386,Queen and Parliament,4.0
21387,Queen and Church,5.0
21388,Humber Loop,5.0
21389,Dundas/Yonge,4.0
21390,Broadview and Dundas,6.0
21391,College Street,10.0
21392,Queen and Woodbine,29.0
21393,Dundas and Jarvis,31.0
21394,King and parliament,8.0
21395,Neville Pk/Queen,1.0
21396,Roncesvalles and Queen,4.0
21397,Queen and River,9.0
21398,Roncy and high park,8.0
21399,St. Clair and Bathurst,168.0
21400,Queensway and South Port,9.0
21401,Lakeshore and 3rd,29.0
21402,Queen and Broadview,18.0
21403,Long branch Loop,10.0
21404,CNE LOOP,9.0
21405,St Clair West Station,15.0
21406,Long Branch Loop,23.0
21407,King/Spadina,5.0
21408,Spadina and King,7.0
21409,Queen And Connaught,6.0
21410,Broadview Stn,10.0
21411,Main Stn,8.0
21412,Queen and Connaught,6.0
21413,Queen and Yonge,12.0
21414,Queen and Shaw,5.0
21415,Lakeshore and Royal York,20.0
21416,Queen and Greenwood,4.0
21417,Dundas and Church,5.0
21418,Gerrard and Coxwell,8.0
21419,Queen and Wineva,5.0
21420,Queen and Parliament,5.0
21421,Ossongton to Bathurst,0.0
21422,College and Bathurst,90.0
21423,Dundas and Ossington,6.0
21424,Dundas West Station,5.0
21425,College & Bathurst,60.0
21426,Humber Loop,8.0
21427,Gunn's Loop and St. Clair,6.0
21428,Humber Loop,8.0
21429,Dundas street,5.0
21430,Bathurst Station,3.0
21431,Ossington And college,11.0
21432,king/sumach,13.0
21433,Humber loop,9.0
21434,Greenwood and Queen Street E,7.0
21435,Woodfield and Quen St.E,9.0
21436,Greenwood and Queen Street E,10.0
21437,Queen/Parliament,10.0
21438,Ex Loop,9.0
21439,Broadview Stn,10.0
21440,Russel yard,5.0
21441,Gerrard St East Coxwell,8.0
21442,Lansdowne to ST Clair west,8.0
21443,Broadview Station,5.0
21444,Gerrard Coxwell,8.0
21445,Deer Park and St Clair,5.0
21446,Gerrard Broadview,1.0
21447,Queen/Wineva,8.0
21448,St. Clair and Oakwood,4.0
21449,Dundas/Bay,4.0
21450,Dundas\Dovercourt,4.0
21451,Dundas W Stn,4.0
21452,Dundas/ Bay,4.0
21453,Dundas/Simcoe,28.0
21454,Lakeshore and Longbranch loop,10.0
21455,St. Clair and Silverthorn,5.0
21456,Queen and McClean,5.0
21457,St. Clair West Station,7.0
21458,Queen and Kingston road,1.0
21459,The Queensway and Windermere,5.0
21460,King and Sherborne,6.0
21461,St. Clair West Station,31.0
21462,Broadview Stn,4.0
21463,Main Stn,6.0
21464,Neville loop and Queen,5.0
21465,Roncesvalles and The Queensway,8.0
21466,College and Lansdowne.,6.0
21467,Humber loop,5.0
21468,Bathurst Stn,5.0
21469,Dundas St,9.0
21470,Ulster and Bathurst,5.0
21471,DWS,10.0
21472,Queen/Broadview,8.0
21473,Rusell yard,5.0
21474,Queen/Bay,7.0
21475,Queens Quay/Spadina,7.0
21476,q.quay loop,4.0
21477,St Clair/Lansdowne,25.0
21478,St Clair Stn,6.0
21479,Exibition Loop,5.0
21480,St Clair/Earlscourt,6.0
21481,CNE Loop,540.0
21482,Exhibition Loop,488.0
21483,spadina station,5.0
21484,Exhibition Loop,5.0
21485,Exhibition LOOP,9.0
21486,St Clair Stn,6.0
21487,Queen and Ronvesvalles,6.0
21488,Ulster and Bathurst,5.0
21489,Spadina Station,8.0
21490,Dundas west station,13.0
21491,Woodbine and Queen,9.0
21492,King and Church,10.0
21493,Sherbourne and Queen,1.0
21494,DWS,4.0
21495,King,8.0
21496,King/dufferin,43.0
21497,DWS,4.0
21498,Yonge,4.0
21499,Main Street Gerrard,30.0
21500,humber loop,10.0
21501,queen/broadview,5.0
21502,lakeshore/parklawne,26.0
21503,Broadview Stn (exiting),6.0
21504,bathurst/dundas,69.0
21505,King / Sumach,5.0
21506,Yonge and Dundas,4.0
21507,abell to humber,16.0
21508,Dundas West Station,4.0
21509,Broadview and Danforth,4.0
21510,Dundas West Station,4.0
21511,humber loop,67.0
21512,Broadview/Dundas,6.0
21513,gerrard/carlaw,5.0
21514,Queen Steet,10.0
21515,Broadview and Dundas,8.0
21516,Broadview STN,9.0
21517,Coxwell Ave and Lower Gerrard,9.0
21518,DWS,4.0
21519,Main Street Gerrard,9.0
21520,Arlington and St Clair west,2.0
21521,Victoria Ave,16.0
21522,King and Bay,30.0
21523,Broadview station to Dundas West station,13.0
21524,necille park loop,5.0
21525,Queen and George,12.0
21526,King / Jarvis,8.0
21527,queen/greenwood,5.0
21528,queen/waverly,5.0
21529,King / Dufferin,6.0
21530,Bingham Loop to King / York,15.0
21531,King & Sherbourne,9.0
21532,Dundas and Manning,4.0
21533,Sumach / Front,17.0
21534,Queen st,5.0
21535,King and church,8.0
21536,Roncy and garden,98.0
21537,Neville Park Loop,9.0
21538,Lansdowne / Queen,6.0
21539,Queen St. E at Greenwood Ave.,3.0
21540,Queen St. E at Greenwood,1.0
21541,DWS,4.0
21542,Dundas West Station,6.0
21543,King and Church,6.0
21544,Ossington,16.0
21545,Manning,4.0
21546,Exiting Bradview Station on Erindale,52.0
21547,Gerrard & Broadview,164.0
21548,Queen & Connaught,5.0
21549,CNE GRUND,6.0
21550,cne,52.0
21551,Queen and Spadina,4.0
21552,St. Clair / Bathurst,72.0
21553,King/Bathurst,9.0
21554,Humber Loop,4.0
21555,Lakeshore and Superior,10.0
21556,Bathurst Stn,6.0
21557,Lakeshore and Kipling,5.0
21558,College & Bay.,5.0
21559,Queensway and Colburn lodge,30.0
21560,CNE loop,10.0
21561,Queen St. E and Greenwood Ave.,5.0
21562,Queen St. E and Connaught Ave.,2.0
21563,Wilson Garage,5.0
21564,Jarvis and Carlton,6.0
21565,Coxwell Ave. and Lower Gerrard,2.0
21566,Parliament and Gerrard,6.0
21567,St. Clair and Bathurst,4.0
21568,Spadina/Dundas,4.0
21569,Queen and Simoce,10.0
21570,Coxwell,14.0
21571,Gunns Loop,35.0
21572,Spadina/Lakeshore,4.0
21573,0,6.0
21574,Roncesvalles / Queen,6.0
21575,Gerrard and Pape,44.0
21576,Queen and Jarvis,17.0
21577,Queen and Jarvis,17.0
21578,Broadview and Queen,8.0
21579,Queen and Coxwell,5.0
21580,broadview/gerrard,4.0
21581,dundas west station,4.0
21582,Kingston / Queen,9.0
21583,Bathurst & King,6.0
21584,Bathurst & King,6.0
21585,Queen and Jarvis,40.0
21586,Queen and Parliament,1.0
21587,Queen and Palmerston,5.0
21588,Lakeshore and Silver Moon,3.0
21589,Queen and Church,5.0
21590,Humber Loop,6.0
21591,Clinton Street,12.0
21592,Queen and Kingston Rd,65.0
21593,Queen and Empire,15.0
21594,Wilson Garage,4.0
21595,Queen St. E at Woodfield Rd,4.0
21596,Queen St. E at Greenwood Ave.,3.0
21597,Wilson garage,4.0
21598,Humber loop,7.0
21599,Coxwell Ave and Lower Gerrard St.,4.0
21600,Dufferin / Queen,6.0
21601,Main Station,4.0
21602,College Bathurst,4.0
21603,Dundas/Bathurst,1.0
21604,Jameson,6.0
21605,Lansdowne Loop,4.0
21606,KING AND PARLIAMENT,7.0
21607,Broadview station,6.0
21608,Broadview/Gerrard,4.0
21609,St clair/Bathurst,3.0
21610,Roncesvalles Yard - Track 13,8.0
21611,Main Stn,5.0
21612,Broadview Station,4.0
21613,College & Elizabeth.,26.0
21614,Wilcocks and Spadina,18.0
21615,St. Clair / Spadina,7.0
21616,Gerradr & Coxwell,5.0
21617,Queen Street East Ontrario,16.0
21618,Dundas W. Stn to Broadview Staion,10.0
21619,Broadview and Simson,4.0
21620,St Clair West Stn,66.0
21621,King / Atlantic,6.0
21622,King / Spadina,6.0
21623,Distillery Loop,6.0
21624,Humber Loop Queensway,8.0
21625,Queen Street,5.0
21626,Dufferin Loop,35.0
21627,Broadview Station,8.0
21628,Dufferin Loop,9.0
21629,Main Station,9.0
21630,Greenwood and Queen St.E,6.0
21631,Broadview Station,10.0
21632,Broadview Station,9.0
21633,Queen/Church,6.0
21634,Queens Quay Loop,7.0
21635,QUEEN/PARLIAMENT,11.0
21636,DWS,5.0
21637,King at Simcoe,4.0
21638,Cannaught/Queen,11.0
21639,Queen/Roncesvalles,5.0
21640,Queen and Greenwood,8.0
21641,Neville loop,24.0
21642,st clair station,18.0
21643,Dundas and Bay,12.0
21644,Kingston road and Queen,5.0
21645,Dufferin to Dundas West,13.0
21646,Dundas/Sackville,4.0
21647,Humber loop,5.0
21648,Gerrard St East   Broadview,4.0
21649,King and Queen,5.0
21650,Woodbine and Queen,5.0
21651,Dundas/Ontario,4.0
21652,St Clair at Christie,7.0
21653,Queen street,10.0
21654,St. Clair ave,1.0
21655,Roncesvalles and Dundas,5.0
21656,Bay Station Tunnel and Queens Quay,3.0
21657,Queen and DVP,8.0
21658,Bloor and Dundas,5.0
21659,Degrassi and Broadview,229.0
21660,Charlotte loop (King/Charlotte),3.0
21661,St Clair station,21.0
21662,Bathurst and King,5.0
21663,Queen and York,15.0
21664,Golfview and Gerrard,10.0
21665,EXHIBITION LOOP,9.0
21666,Spadina Station,5.0
21667,King and Bathurst,10.0
21668,Humber loop,4.0
21669,Queens Quay,25.0
21670,Spadina and Queens Quay,29.0
21671,Queens Quay,23.0
21672,College Yonge,20.0
21673,Queen/University,10.0
21674,Yonge,7.0
21675,Queen/church,12.0
21676,Queen/Shaw,22.0
21677,Bathurst Station,5.0
21678,Bay and Queen,10.0
21679,Dunedas West to Broadview STN,30.0
21680,CNE Loop,6.0
21681,High Park Loop to Main Stn,15.0
21682,College & Spadina,33.0
21683,St Clair/Lansdowne,0.0
21684,King and Dufferin,13.0
21685,Dundas West  Station,5.0
21686,Queesnquey loop,8.0
21687,Leslie Barns,6.0
21688,Bathurst and St Clair,0.0
21689,Bathurst and St Clair,0.0
21690,College Street West Major St,27.0
21691,DWS,5.0
21692,Queen and Leslie,10.0
21693,King and Queen,7.0
21694,Dundas West Station,4.0
21695,Victoria and Dundas,4.0
21696,upper gerrard/woodbine,45.0
21697,Yonge/Victoria/Dundas,10.0
21698,queen/spadina,10.0
21699,Broadview/Queen,3.0
21700,cne loop,4.0
21701,Leslie / Queen,6.0
21702,lakeshore/silvermoon,45.0
21703,King/parliament,9.0
21704,Gunns Loop,7.0
21705,Dundas W. Stn to Broadview Stn,9.0
21706,humber loop,5.0
