,Location,Minute Delay
2508,BATHURST AND COLLEGE,17.0
2509,SPADINA AND KING,8.0
2510,PARLIAMENT AND DUNDAS,10.0
2511,QUEEN AND VICTORIA,14.0
2512,MAIN STREET STATION,10.0
2513,QUEEN AND RONCESVALLES,14.0
2514,SPADINA AND KING,8.0
2515,QUEEN AND JARVIS,14.0
2516,GERRARD AND JONES,12.0
2517,RONCESVALLES AND QUEEN,14.0
2518,GERRARD AND GLENMOUNT,12.0
2519,CARLTON AND CHURCH,10.0
2520,DUNDAS WEST STATION,14.0
2521,FLEET LOOP,20.0
2522,LONG BRANCH LOOP,14.0
2523,HUMBER LOOP,16.0
2524,EXHIBITION LOOP,8.0
2525,BROADVIEW STATION,12.0
2526,KING AND SPADINA,10.0
2527,FLEET LOOP,12.0
2528,PARILAMENT AND DUNDAS,10.0
2529,LAKESHORE AND LESLIE,0.0
2530,QUEEN AND YONGE,12.0
2531,ST CLAIR AND CALEDONIA,12.0
2532,RONCESVALLES AND QUEEN,8.0
2533,DUNDAS WEST STATION,8.0
2534,HUMBER LOOP,16.0
2535,QUEENS QUAY AND LOWER,14.0
2536,QUEENS QUAY AND LOWER,14.0
2537,QUEEN AND RONCESVALLES,14.0
2538,HIGH PARK LOOP,16.0
2539,QUEENS QUAY AND LOWER,14.0
2540,MAIN STREET STATION,10.0
2541,QUEEN AND WOODFIELD,20.0
2542,QUEENS QUAY AND LOWER,14.0
2543,LAKE SHORE AND FIFTEEN,14.0
2544,QUEEN AND CONNAUGHT,20.0
2545,NEVILLE PARK LOOP,14.0
2546,QUEEN AND RONCESVALLES,14.0
2547,QUEEN AND VICTORIA,14.0
2548,KING AND SPADINA,8.0
2549,QUEEN AND RONCESVALLES,21.0
2550,QUEEN AND RONCESVALLES,14.0
2551,CARLTON AND CHURCH,25.0
2552,PARLIAMENT AND DUNDAS,10.0
2553,LAKESHORE AND THIRD,14.0
2554,QUEEN AND RIVER,26.0
2555,CNE LOOP,25.0
2556,BATHURST AND BLOOR,28.0
2557,MAIN AND DANFORTH,0.0
2558,RONCESVALLES AND HOWAR,10.0
2559,EXHIBITION LOOP AND LI,18.0
2560,RONCESVALLES AND HOWAR,13.0
2561,HOWARD PARK AND RONCES,17.0
2562,SPADINA AND FRONT,8.0
2563,ST CLAIR WEST AND CALE,0.0
2564,QUEEN AND SACKVILLE,12.0
2565,QUEEN AND UNIVERSITY,20.0
2566,DUNDAS AND CHURCH,12.0
2567,QUEEN AND CHURCH,20.0
2568,QUEEN AND YONGE,15.0
2569,QUEEN AND YONGE,20.0
2570,LESLIE AND COMMISSIONE,0.0
2571,COLLEGE AND ELIZABETH,60.0
2572,COLLEGE AND ELIZABETH,60.0
2573,THE QUEENSWAY AND RONC,12.0
2574,QUEEN AND PARLIAMENT,12.0
2575,LAKESHORE AND 37TH,16.0
2576,HIGH PARK BLVD AND PAR,16.0
2577,LOWER SPADINA AND QUEE,14.0
2578,LOWER SPADINA AND QUEE,14.0
2579,RONCESVALLES AND QUEEN,14.0
2580,LOWER SPADINA AND QUEE,14.0
2581,COLLEGE AND MCCAUL,91.0
2582,GERRARD AND PARLIAMENT,10.0
2583,RONCESVALLES AND QUEEN,14.0
2584,GERRARD AND BROADVIEW,10.0
2585,QUEEN'S QUAY AND LOWER,14.0
2586,RONCESVALLE AND QUEEN,14.0
2587,RONCESVALLES AND QUEEN,14.0
2588,CNE LOOP,20.0
2589,MAIN STREET STATION,10.0
2590,DUNDAS AND RUSHOLME,26.0
2591,MOUNT DENNIS GARAGE,14.0
2592,ST CLAIR AND OLD WESTO,12.0
2593,RONCESVALLES AND QUEEN,14.0
2594,ST CLAIR STATION,13.0
2595,CARLTON AND CHURCH,12.0
2596,MCCAUL AND QUEEN,18.0
2597,DUNDAS AND SUMACH,12.0
2598,QUEEN AND TRILLER,12.0
2599,CHURCH AND DUNDAS,12.0
2600,LAKESHORE AND 3RD ST,12.0
2601,QUEEN AND VICTORIA,12.0
2602,DUNDAS AND LANSDOWNE,16.0
2603,QUEEN AND RONCESVALLES,11.0
2604,QUEEN AND CONNAUGHT,21.0
2605,QUEEN AND BROADVIEW,14.0
2606,BATHURST AND QUEEN,33.0
2607,PARLIAMENT AND GERRARD,8.0
2608,BROADVIEW AND DUNDAS,20.0
2609,QUEEN AND RONCESVALLES,16.0
2610,QUEEN AND RONCESVALLES,24.0
2611,BATHURST STATION,18.0
2612,QUEEN AND BAY,177.0
2613,QUEEN AND BAY,174.0
2614,LESLIE BARNS CARHOUSE,0.0
2615,DUNDAS AND LANSDOWNE,16.0
2616,WARDEN AND CLEAN SIDE,14.0
2617,MAIN STATION,10.0
2618,QUEEN'S QUAY AND LOWER,14.0
2619,LOWER SPADINA AND QUEE,14.0
2620,QUEEN AND RONCESVALLES,14.0
2621,QUEEN AND RONCESVALLES,14.0
2622,CARLTON AND YONGE,16.0
2623,QUEEN'S QUAY AND LOWER,14.0
2624,KING AND SACKVILLE,19.0
2625,FLEET LOOP,20.0
2626,QUEEN AND RONCESVALLES,14.0
2627,QUEEN AND RONCESVALLES,14.0
2628,RONCESVALLES AND QUEEN,14.0
2629,GERRARD AND SACKVILLE,10.0
2630,GERRARD AND PARLIAMENT,10.0
2631,GERRARD AND PARLIAMENT,10.0
2632,RONCESVALLES AND QUEEN,14.0
2633,MOUNT DENNIS GARAGE,14.0
2634,COLLEGE AND OSSINGTON,16.0
2635,COLLEGE AND LANSDOWNE,18.0
2636,RONCESVALLES AND QUEEN,14.0
2637,HIGH PARK LOOP,18.0
2638,QUEEN AND LESLIE,20.0
2639,EXHIBITION LOOP,20.0
2640,PARKLAWN AND LAKESHORE,14.0
2641,PARLIAMENT AND DUNDAS,10.0
2642,LONGBRANCH LOOP,14.0
2643,MAIN STREET STATION,10.0
2644,ST CLAIR WEST AND VAUG,12.0
2645,DUFFERIN AND KING,8.0
2646,MAIN STREET STATION,10.0
2647,QUEENSWAY AND PARKLAWN,14.0
2648,QUEEN AND RONCESVALLES,0.0
2649,QUEEN AND RONCESVALLES,14.0
2650,LANSDOWNE AND COLLEGE,0.0
2651,RONCESVALLES AND QUEEN,14.0
2652,QUEEN AND JARVIS,20.0
2653,DUNDAS AND BLOOR,14.0
2654,DUNDAS AND DOVERCOURT,30.0
2655,QUEEN AND MUTUAL,20.0
2656,KING AND SHAW,10.0
2657,BATHURST STATION,30.0
2658,QUEENS QUAY AND SPADIN,15.0
2659,LONGBRANCH LOOP,15.0
2660,QUEEN AND JARVIS,15.0
2661,QUEEN AND JARVIS,14.0
2662,COMMISIONERS AND LESLI,0.0
2663,CARLTON AND JARVIS,19.0
2664,FLEET LOOP,20.0
2665,QUEEN AND RIVER,16.0
2666,LONGBRANCH LOOP,15.0
2667,SPADINA STATION,8.0
2668,QUEEN AND RONCESVALLES,19.0
2669,FLEET LOOP,16.0
2670,DUNDAS WEST STATION,14.0
2671,1572 BLOOR ST W,14.0
2672,PARKLAWN LOOP,16.0
2673,QUEEN AND SUDBURY,15.0
2674,DUNDAS WEST STATION,14.0
2675,DUNDAS AND MUNROE,18.0
2676,366 BROADVIEW AVE,14.0
2677,DUNDAS WEST STATION,8.0
2678,SPADINA AND COLLEGE,66.0
2679,QUEEN AND RONCESVALLES,7.0
2680,QUEEN AND JARVIS,7.0
2681,DUNDAS AND BATHURST,13.0
2682,LONGBRANCH LOOP,13.0
2683,EGLINTON DIVISION,10.0
2684,PARLIAMENT AND GERRARD,10.0
2685,BATHURST AND ST CLAIR,10.0
2686,GERRARD AND BROADVIEW,10.0
2687,QUEEN AND DOVERCOURT,9.0
2688,GERRARS AND SUMACH,10.0
2689,QUEENS QUAY AND LOWER,4.0
2690,SPADINA LOOP,4.0
2691,QUEENS QUAY AND LOWER,4.0
2692,SPADINA AND QUEENSWAY,7.0
2693,SPADINA AND QUEENS QUA,7.0
2694,SPADINA AND QUEENS QUA,4.0
2695,GARRARD AND KINGSMOUNT,10.0
2696,DUNDAS AND YONGE,26.0
2697,QUEEN AND JARVIS,14.0
2698,GERRARD AND PARLIAMENT,10.0
2699,CNE LOOP,15.0
2700,BATHURST AND FLEET,12.0
2701,CNE LOOP,15.0
2702,DUNDAS AND BATHURST,71.0
2703,CNE LOOP,15.0
2704,SPADINA AND DUNDAS,21.0
2705,RONCENSVALLES AND QUEE,20.0
2706,DUNDAS AND STERLING,18.0
2707,DISTILLERY LOOP,10.0
2708,DUNDAS WEST STATION,16.0
2709,QUEEN AND STRACHAN,19.0
2710,DUNDAS AND HOWARD PARK,20.0
2711,SPRINGHURST LOOP,10.0
2712,COLLEGE AND LANSDOWNE,12.0
2713,BROADVIEW STATION,18.0
2714,QUEEN AND JARVIS,21.0
2715,QUEEN AND VICTORIA,49.0
2716,QUEEN AND JARVIS,49.0
2717,DUNDAS AND PARLIAMENT,14.0
2718,HIGH PARK LOOP,27.0
2719,BROADVIEW STATION,18.0
2720,RONCESVALLES AND HOWAR,14.0
2721,QUEEN AND MCCAUL,19.0
2722,FLEEP LOOP,19.0
2723,61 COLLEGE ST,13.0
2724,DUNDAS WEST STATION,8.0
2725,MAIN STATION,10.0
2726,LESLIE BARNS,13.0
2727,LESLIE BARNS,13.0
2728,FLEET LOOP,14.0
2729,JARVIS AND CARLTON,15.0
2730,CNE LOOP,6.0
2731,CNE LOOP,6.0
2732,CNE LOOP,6.0
2733,CNE LOOP,6.0
2734,SPADINA AND QUEENS QUA,6.0
2735,CNE LOOP,0.0
2736,CNE LOOP,0.0
2737,BATHURST AND FLEET,15.0
2738,CNE LOOP,0.0
2739,DUNDAS AND PARLIAMENT,14.0
2740,CNE LOOP,6.0
2741,CNE LOOP,0.0
2742,CARLTON AND PARLIAMENT,10.0
2743,GERRARD AND PARLIAMENT,10.0
2744,GERRARD AND PARLIAMENT,10.0
2745,CNE LOOP,6.0
2746,CNE LOOP,0.0
2747,BATHURST AND HARBORD,14.0
2748,QUEENS QUAY AND HARBOU,16.0
2749,GERRARD AND KINGSMOUNT,16.0
2750,CNE LOOP,0.0
2751,CNE LOOP,0.0
2752,CNE LOOP,0.0
2753,LAKE SHORE AND DOUGLAS,18.0
2754,CNE LOOP,0.0
2755,CNE LOOP,0.0
2756,GERRARD AND PARLIAMENT,10.0
2757,SPADINA STATION,17.0
2758,DUNDAS AND LANSDOWNE,16.0
2759,QUEEN'S QUAY AND SPADI,20.0
2760,BROADVIEW STATION,37.0
2761,QUEEN AND CHURCH,30.0
2762,LONG BRANCH LOOP,40.0
2763,CHARLOTTE LOOP,30.0
2764,RONCESVALLES AND THE Q,12.0
2765,PARILAMENT AND DUNDAS,16.0
2766,HIGH PARK LOOP,14.0
2767,MAIN STREET STATION,10.0
2768,DUNDAS AND SHERBOURNE,16.0
2769,QUEENS QUAY AND LOWER,14.0
2770,QUEENS QUAY AND LOWER,14.0
2771,QUEENS QUAY AND LOWER,14.0
2772,CNE LOOP,14.0
2773,PARLIAMENT AND DUNDAS,10.0
2774,LAKESHORE AND MARINE P,14.0
2775,RONCESVALLES AND QUEEN,14.0
2776,RONCESVALLED AND QUEEN,14.0
2777,KING AND SPADINA,8.0
2778,RONCESVALLES AND QUEEN,14.0
2779,SPADINA AND FRONT,14.0
2780,RONCESVALLES AND QUEEN,14.0
2781,RONCESVALLES AND QUEEN,14.0
2782,RONCESVALLES AND QUEEN,14.0
2783,RONCESVALLES AND QUEEN,14.0
2784,QUEEN AND JARVIS,13.0
2785,DUNDAS AND BATHURST,17.0
2786,DUNDAS AND LANSDOWNE,14.0
2787,BROADVIEW STATION,14.0
2788,BATHURST AND HARBORD,15.0
2789,QUEEN AND RONCESVALLES,14.0
2790,KING AND DUFFERIN,9.0
2791,QUEEN AND BAY,97.0
2792,YONGE AND ST CLAIR,78.0
2793,KING AND SHAW,15.0
2794,EXHIBITION LOOP,8.0
2795,KING AND SHAW,44.0
2796,PARK LAWN LOOP,11.0
2797,QUEEN AND BRIGHT,9.0
2798,KING AND NIAGARA,10.0
2799,JARVIS AND RICHMOND,8.0
2800,QUEEN AND GREENWOOD,16.0
2801,LAKESHORE AND THIRD ST,12.0
2802,DUNDAS AND SHERIDAN (E,16.0
2803,DUNDAS AND CRAWFORD,16.0
2804,QUEEN AND RONCESVALLES,12.0
2805,UNION STATION,26.0
2806,UNION STATION,15.0
2807,QUEENS QUAY AND LOWER,16.0
2808,ST CLAIR WEST STATION,35.0
2809,RONCESVALLES AND THE Q,12.0
2810,BATHURST AND FLEET,14.0
2811,EDNA AND DUNDAS,15.0
2812,MAIN STREET STATION,10.0
2813,QUEENS QUAY AND LOWER,14.0
2814,QUEENS QUAY AND LOWER,14.0
2815,QUEENS QUAY AND LOWER,14.0
2816,QUEEN AND TRACY,53.0
2817,ST CLAIR STATION,29.0
2818,PARLIAMENT AND DUNDAS,10.0
2819,DUNDAS AND SPADINA,14.0
2820,ST CLAIR AND DUNVEGAN,0.0
2821,QUEEN AND RONCESVALLES,14.0
2822,QUEEN AND RONCESVALLES,14.0
2823,CNE EASTERN LOOP,16.0
2824,BLOOR AND DUNDAS,10.0
2825,KING AND SPADINA,8.0
2826,CHURCH AND GERRARD,12.0
2827,QUEEN AND RONCESVALLES,14.0
2828,LAKE SHORE AND FORTIET,14.0
2829,HIGH PARK LOOP,12.0
2830,QUEEN AND SUMACH,0.0
2831,BROADVIEW STATION,14.0
2832,MCCAUL AND RENFREW,36.0
2833,PARLIAMENT AND GERRARD,12.0
2834,LESLIE AND COMMISONERS,0.0
2835,DUNDAS AND LANSDOWNE,14.0
2836,QUEEN AND KINGSTON,12.0
2837,LESLIE AND COMMISSIONE,0.0
2838,NEVILLE PARK LOOP,20.0
2839,DUNDAS AND SHERBOURNE,20.0
2840,LONG BRANCH LOOP,0.0
2841,KING AND SHAW (NORTH O,12.0
2842,CARLTON AND SHERBOURNE,16.0
2843,MAIN STREET STATION,10.0
2844,THE QUEENSWAY AND RONC,12.0
2845,THE QUEENSWAY AND RONC,12.0
2846,QUEENSWAY AND WINDERME,16.0
2847,QUEEN AND KINGSTON,16.0
2848,QUEEN AND COXWELL,20.0
2849,CHARLOTTE OXLEY,16.0
2850,QUEEN AND CARLAW,14.0
2851,MAIN STREET STATION,10.0
2852,UNION STATION,18.0
2853,GERRARD AND MAIN,10.0
2854,QUEENS QUAY AND YORK,19.0
2855,QUEENS QUAY AND HARBOU,24.0
2856,LOWER SPADINA AND QUEE,14.0
2857,QUEENS QUAY AND LOWER,14.0
2858,QUEENS QUAY AND LOWER,14.0
2859,SPADINA STATION,15.0
2860,QUEEN AND RONCESVALLES,16.0
2861,QUEEN AND RONCESVALLES,16.0
2862,GERRARD AND MAIN,10.0
2863,KING AND SPADINA,8.0
2864,ST CLAIR STATION,13.0
2865,GERRARD AND JARVIS,12.0
2866,DORO AND STRACHAN,9.0
2867,ST CLAIR AND OLD WESTO,25.0
2868,FLEET LOOP,12.0
2869,QUEEN AND RONCESVALLES,16.0
2870,MAIN STREET STATION,12.0
2871,KING AND SPADINA,20.0
2872,QUEEN AND RONCESVALLES,16.0
2873,QUEEN AND ST PAUL,16.0
2874,GERRARD AND PARLIAMENT,12.0
2875,DUNDAS WEST STATION,13.0
2876,QUEEN AND MCCAUL,13.0
2877,DISTILLERY LOOP,20.0
2878,QUEEN'S QUAY AND SPADI,18.0
2879,BROADVIEW STATION,65.0
2880,SPADINA AND KING,30.0
2881,THE QUEENWAY AND WINDE,13.0
2882,MAIN STREET STATION,10.0
2883,QUEEN AND UNIVERSITY,16.0
2884,PINE AND LAWRENCE,22.0
2885,KING AND SPENCER AVE (,6.0
2886,MAIN STREET STATION,10.0
2887,LOWER SPADINA AND QUEE,14.0
2888,QUEEN AND DUFFERIN,16.0
2889,LOWER SPADINA AND QUEE,14.0
2890,LOWER SPADINA AND QUEE,14.0
2891,COLLEGE AND QUEENS PAR,16.0
2892,LOWER SPADINA AND QUEE,14.0
2893,LOWER SPADINA AND QUEE,14.0
2894,LOWER SPADINA AND QUEE,14.0
2895,LOWER SPADINA AND QUEE,14.0
2896,DUNDAS AND PARLIAMENT,33.0
2897,DUNDAS AND PARLIAMENT,32.0
2898,PARLIAMENT AND DUNDAS,10.0
2899,ST CLAIR AND BATHURST,98.0
2900,COLLEGE AND BEVERLEY,419.0
2901,QUEEN AND BEECH,16.0
2902,QUEEN AND PARLIAMENT,16.0
2903,BROADVIEW STATION,14.0
2904,MAIN STREET STATION,12.0
2905,QUEEN AND UNIVERSITY,16.0
2906,QUEEN'S QUAY AND LOWER,15.0
2907,QUEEN AND JARVIS,16.0
2908,FLEET LOOP,12.0
2909,DUNDAS WEST STATION,13.0
2910,KING AND CHURCH,20.0
2911,DUNDAS WEST STATION,11.0
2912,MAIN STREET STATION,20.0
2913,COLLEGE AND BEVERLEY,240.0
2914,SPADINA AND KING,60.0
2915,COLLEGE AND BEVERLEY,103.0
2916,QUEEN AND CONAUGHT,14.0
2917,QUEEN AND BATHURST,8.0
2918,QUEEN AND SOHO,24.0
2919,QUEEN AND CONNAUGHT,12.0
2920,QUEEN AND CONAUGHT,14.0
2921,KIPLING AND EVANS,16.0
2922,QUEEN AND CONAUGHT,21.0
2923,GERRARD AND PARLIAMENT,10.0
2924,PRINCESS BLVD AND CANA,3.0
2925,THE QUEENSWAY AND RONC,12.0
2926,COLLEGE AND SPADINA,17.0
2927,SPADINA AND DUNDAS,187.0
2928,SPADINA AND NASSAU,181.0
2929,DUNDAS AND HURON,16.0
2930,DUNDAS AND SPADINA,16.0
2931,DUNDAS AND CHURCH,14.0
2932,DUNDAS AND ONTARIO,60.0
2933,BROADVIEW STATION,12.0
2934,ST CLAIR WEST STATION,12.0
2935,DUNDAS AND CHURCH,16.0
2936,HIGH PARK LOOP,14.0
2937,DUFFERIN AND SPRINGHUR,14.0
2938,QUEENS QUAY AND LOWER,14.0
2939,QUEENS QUAY AND LOWER,14.0
2940,ST CLAIR STATION,13.0
2941,LAKESHORE AND KNOX,13.0
2942,DUNDAS AND YONGE,62.0
2943,COLLEGE AND LANSDOWNE,14.0
2944,QUEENS QUAY AND LOWER,14.0
2945,QUEEN AND CONNAUGHT,14.0
2946,GERRARD AND BOWMORE,10.0
2947,BROADVIEW AND WOLFREY,17.0
2948,KING AND SPADINA,8.0
2949,QUEENS QUAY AND LOWER,14.0
2950,FLEET AND BASTION,20.0
2951,QUEEN AND RONCESVALLES,14.0
2952,QUEENS QUAY AND LOWER,14.0
2953,QUEEN AND RONCESVALLES,14.0
2954,QUEEN AND RONCESVALLES,14.0
2955,SPADINA AND QUEENS QUA,14.0
2956,RUSSELL YARD,14.0
2957,QUEEN AND CONNAUGHT,14.0
2958,KING AND SPADINA,8.0
2959,QUEEN AND RONCESVALLES,14.0
2960,QUEEN AND RONCESVALLES,14.0
2961,QUEEN AND ALTON AVE,15.0
2962,QUEENS QUAY AND LOWER,14.0
2963,MAIN STREET STATION,10.0
2964,QUEEN AND RONCESVALLES,14.0
2965,PARLIAMENT AND GERRARD,10.0
2966,DUNDAS WEST STATION,14.0
2967,ST CLAIR STATION,12.0
2968,QUEEN AND RONCESVALLES,14.0
2969,SPADINA STATION,15.0
2970,QUEEN AND RONCESVALLES,14.0
2971,LAKESHORE AND MIMICO,104.0
2972,MAIN STREET STATION,10.0
2973,LESLIE AND LAKE SHORE,0.0
2974,QUEEN AND BROOKFIELD,20.0
2975,DUNDAS WEST STATION,14.0
2976,SPADINA AND NASSAU,14.0
2977,BROADVIEW STATION,18.0
2978,LONG BRANCH LOOP,20.0
2979,SPADINA STATION,40.0
2980,COLLEGE AND BEVERLEY,121.0
2981,QUEEN AND BATHURST,15.0
2982,DUFFERIN AND KING,71.0
2983,KING AND DUFFERIN,71.0
2984,PARLIAMENT,16.0
2985,MAIN ST STATION,14.0
2986,1552 QUEEN ST E,15.0
2987,DUNDAS WEST STATION,14.0
2988,DUNDAS WEST STATION,14.0
2989,DUNDAS WEST STATION,8.0
2990,BATHURST AND QUEEN,16.0
2991,QUEENS QUAY AND LOWER,8.0
2992,QUEENS QUAY AND LOWER,8.0
2993,GERRARD AND NORWOOD,15.0
2994,BATHURST AND DUNDAS,17.0
2995,QUEENS QUAY AND LOWER,18.0
2996,BATHURST AND BLOOR,17.0
2997,SPADINA AND BREMNER,8.0
2998,QUEEN AND DUFFERIN,14.0
2999,SPADINA AND QUEENS QUA,8.0
3000,QUEENS QUAY AND LOWER,8.0
3001,SPADINA AND BREMNER,8.0
3002,ST CLAIR AND VAUGHAN,17.0
3003,ST CLAIR WEST STATION,28.0
3004,BATHURST AND KING,20.0
3005,CHARLOTTE LOOP,20.0
3006,DUNDAS AND HOWARD PARK,0.0
3007,BROADVIEW AND GERRARD,21.0
3008,BROADVIEW STATION,20.0
3009,MCCAUL AND QUEEN,42.0
3010,BROADVIEW STATION,20.0
3011,RONCESVALLES AND QUEEN,0.0
3012,CHURCH AND ADELAIDE,20.0
3013,COLLEGE AND BEVERLEY,410.0
3014,KING AND SPADINA,16.0
3015,TCC,0.0
3016,COLLEGE AND BEVERLEY,120.0
3017,DUNDAS WEST STATION,25.0
3018,SPADINA AND KING,806.0
3019,BROADVIEW STATION,0.0
3020,BROADVIEW STATION,18.0
3021,QUEEN AND JARVIS,14.0
3022,QUEEN AND TECUMSETH,90.0
3023,QUEEN AND DUFFERIN,10.0
3024,QUEEN AND BROADVIEW,16.0
3025,QUEENSWAY AND ELLIS,10.0
3026,MAIN STREET STATION,16.0
3027,DUNDAS AND RONCESVALLE,16.0
3028,QUEEN AND RONCESVALLES,10.0
3029,DUNDAS AND YONGE,18.0
3030,QUEEN AND MCCAUL,0.0
3031,DUFFERIN GATE LOOP,10.0
3032,BROADVIEW AND DUNDAS,34.0
3033,BROADVIEW AND DUNDAS,23.0
3034,BROADVIEW AND DUNDAS,23.0
3035,QUEEN AND CHURCH,20.0
3036,QUEEN AND SACKVILLE,20.0
3037,QUEEN AND LESLIE,0.0
3038,QUEEN AND ALTON,0.0
3039,LONG BRANCH LOOP,0.0
3040,HOWARD PARK AND RONCES,12.0
3041,RONCESVALLES AND DUNDA,14.0
3042,MAIN STREET STATION,10.0
3043,QUEEN AND SPADINA,14.0
3044,QUEEN AND RONCESVALLES,14.0
3045,LONGBRANCH LOOP,14.0
3046,MCCAUL AND COLLEGE,10.0
3047,QUEENSWAY AND RONCESVA,14.0
3048,QUEEN AND PARLIAMENT,14.0
3049,GERRARD AND JONES,1.0
3050,LAKESHORE AND THIRTY S,12.0
3051,GERRARD AND RIVER,10.0
3052,COLLEGE AND BATHURST,22.0
3053,CARLTON AND JARVIS,12.0
3054,MARINE PARADE AND LAKE,16.0
3055,ST CLAIR AND YONGE,24.0
3056,CHERRY AND FRONT,18.0
3057,CARLTON AND YONGE,12.0
3058,DUNDAS WEST STATION,16.0
3059,FLEET AND BATHURST,20.0
3060,THE QUEENSWAY AND COLB,20.0
3061,QUEEN AND WOODFIELD,20.0
3062,DUNDAS AND ELIZABETH,25.0
3063,RUSSELL CARHOUSE,0.0
3064,HOWARD PARK AND RONCES,14.0
3065,HOWARD PARK AND RONCES,14.0
3066,HOWARD PARK AND RONCES,12.0
3067,PARKLAWN LOOP,13.0
3068,QUEEN AND YONGE,13.0
3069,EXHIBITION LOOP,8.0
3070,THE QUEENSWAY AND RONC,13.0
3071,QUEEN ROUTE,13.0
3072,QUEEN - STRACHAN TO GO,31.0
3073,LANSDOWNE LOOP,18.0
3074,PARKLAWN AND LAKESHORE,16.0
3075,GERRARD AND RIVER,10.0
3076,SPADINA STATION,16.0
3077,DAFORTH AND MAIN,14.0
3078,QUEEN AND COXWELL,16.0
3079,COLLEGE AND BATHURST,10.0
3080,QUEEN AND DEGRASSI,73.0
3081,QUEEN AND DEGRASSI,20.0
3082,SPADINA AND KING,16.0
3083,SHAW AND QUEEN,10.0
3084,QUEEN AND JARVIS,14.0
3085,BATHURST AND FLEET,26.0
3086,MAIN STREET STATION,12.0
3087,LONG BRANCH LOOP,16.0
3088,QUEEN AND WOODBINE,18.0
3089,QUEEN AND RONCESVALLES,18.0
3090,QUEEN AND LESLIE,35.0
3091,ST CLAIR WEST STATION,20.0
3092,LAKESHORE AND KIPLING,20.0
3093,QUEEN AND UNIVERSITY,20.0
3094,WOLSELEY LOOP,9.0
3095,DUNDAS WEST STATION,0.0
3096,RONCESVALLES YARD,0.0
3097,RONCESVALLES AND QUEEN,0.0
3098,GERRARD AND PARLIAMENT,0.0
3099,QUEEN AND JARVIS,13.0
3100,PRINCESS GATE LOOP,8.0
3101,QUEEN AND SHAW,16.0
3102,QUEENSWAY GARAGE,12.0
3103,DUNDAS WEST STATION,14.0
3104,DUNDAS WEST STATION,12.0
3105,SHERBOURNE AND CARLTON,10.0
3106,QUEEN AND JARVIS,18.0
3107,LONG BRANCH LOOP,16.0
3108,MAIN STREET STATION,10.0
3109,KING AND SPADINA,18.0
3110,NEVILLE LOOP,10.0
3111,LONG BRANCH LOOP,16.0
3112,COLLEGE AND SPADINA,57.0
3113,MAIN STREET STATION,10.0
3114,RONCESVALLES AND MARIO,10.0
3115,KING AND YONGE,10.0
3116,KING AND SUDBURY,0.0
3117,BROADVIEW STATION,15.0
3118,BATHURST AND LAKE SHOR,20.0
3119,PARLIAMENT AND DUNDAS,12.0
3120,BATHURST STATION,12.0
3121,BATHURST STATION,12.0
3122,MCCAUL LOOP,16.0
3123,MAIN AND GERRARD,12.0
3124,DUNDAS WEST STATION,10.0
3125,QUEEN AND ST PATRICK,16.0
3126,LANSDOWNE LOOP,12.0
3127,LAKESHORE AND TWENTY-S,18.0
3128,QUEEN AND JARVIS,20.0
3129,SPADINA STATION,28.0
3130,HARBOURFRONT ROUTE,22.0
3131,DUNDAS WEST STATION,14.0
3132,LONG BRANCH LOOP,17.0
3133,QUEEN AND LESLIE,0.0
3134,DUNDAS WEST STATION,12.0
3135,MAIN STREET STATION,20.0
3136,KINGSTON RD,18.0
3137,DUNDAS ROUTE,17.0
3138,DUNDAS WEST STATION,12.0
3139,QUEEN AND JARVIS,10.0
3140,QUEEN AND RONCESVALLES,13.0
3141,MAIN STREET STATION,10.0
3142,MCCAUL LOOP,16.0
3143,COLLEGE AND EUCLID,14.0
3144,COLLEGE AND EUCLID,14.0
3145,QUEEN AND RONCESVALLES,16.0
3146,QUEEN AND NIAGARA,16.0
3147,RONCESVALLES AND MARIO,10.0
3148,GERRARD AND PARLIAMENT,10.0
3149,QUEENSWAY AND WINDERME,16.0
3150,BIRCHMOUNT GARAGE,16.0
3151,DUNDAS AND LANSDOWNE,18.0
3152,DUNDAS AND PARLIAMENT,16.0
3153,DUNDAS AND JARVIS,17.0
3154,DUNDAS WEST STATION,15.0
3155,THE QUEENSWAY AND ELLI,16.0
3156,DUNDAS AND GRACE,15.0
3157,QUEEN AND ALTON,32.0
3158,PARLIAMENT AND KING,14.0
3159,WOLSLEY LOOP,19.0
3160,PARLIAMENT AND DUNDAS,12.0
3161,QUEEN AND JARVIS,18.0
3162,RUSSELL YARD,16.0
3163,DISTILLERY LOOP,17.0
3164,LAKESHORE AND 37TH,20.0
3165,DUNDAS WEST STATION,12.0
3166,SPRINGHURST LOOP,20.0
3167,DUNDAS WEST STATION,12.0
3168,SPADINA AND KING,30.0
3169,DUFFERIN AND LIBERTY,20.0
3170,KING AND PETER,0.0
3171,KING AND SPADINA,0.0
3172,UNION STATION - STREET,30.0
3173,LANSDOWNE LOOP,20.0
3174,SPADINA AND QUEEN (NOR,40.0
3175,MAIN STREET STATION,20.0
3176,COLLEGE AND LANSDOWNE,16.0
3177,SPADINA STATION,19.0
3178,CHARLOTTE LOOP,14.0
3179,CHARLOTTE LOOP,9.0
3180,CHARLOTTE LOOP,14.0
3181,SPADINA STATION,8.0
3182,PARLIAMENT AND QUEEN (,20.0
3183,QUEEN AND MCCAUL,16.0
